name,totalCred,Sat Jul 16 2022,Sat Jul 09 2022,Sat Jul 02 2022,Sat Jun 25 2022,Sat Jun 18 2022,Sat Jun 11 2022,Sat Jun 04 2022,Sat May 28 2022,Sat May 21 2022,Sat May 14 2022,Sat May 07 2022,Sat Apr 30 2022,Sat Apr 23 2022,Sat Apr 16 2022,Sat Apr 09 2022,Sat Apr 02 2022,Sat Mar 26 2022,Sat Mar 19 2022,Sat Mar 12 2022,Sat Mar 05 2022,Sat Feb 26 2022,Sat Feb 19 2022,Sat Feb 12 2022,Sat Feb 05 2022,Sat Jan 29 2022,Sat Jan 22 2022,Sat Jan 15 2022,Sat Jan 08 2022,Sat Jan 01 2022,Sat Dec 25 2021,Sat Dec 18 2021,Sat Dec 11 2021,Sat Dec 04 2021,Sat Nov 27 2021,Sat Nov 20 2021,Sat Nov 13 2021,Sat Nov 06 2021,Sat Oct 30 2021,Sat Oct 23 2021,Sat Oct 16 2021,Sat Oct 09 2021,Sat Oct 02 2021,Sat Sep 25 2021,Sat Sep 18 2021,Sat Sep 11 2021,Sat Sep 04 2021,Sat Aug 28 2021,Sat Aug 21 2021,Sat Aug 14 2021,Sat Aug 07 2021,Sat Jul 31 2021,Sat Jul 24 2021,Sat Jul 17 2021,Sat Jul 10 2021,Sat Jul 03 2021,Sat Jun 26 2021,Sat Jun 19 2021,Sat Jun 12 2021,Sat Jun 05 2021,Sat May 29 2021,Sat May 22 2021,Sat May 15 2021,Sat May 08 2021,Sat May 01 2021,Sat Apr 24 2021,Sat Apr 17 2021,Sat Apr 10 2021,Sat Apr 03 2021,Sat Mar 27 2021,Sat Mar 20 2021,Sat Mar 13 2021,Sat Mar 06 2021,Sat Feb 27 2021,Sat Feb 20 2021,Sat Feb 13 2021,Sat Feb 06 2021,Sat Jan 30 2021,Sat Jan 23 2021,Sat Jan 16 2021,Sat Jan 09 2021,Sat Jan 02 2021,Sat Dec 26 2020,Sat Dec 19 2020,Sat Dec 12 2020,Sat Dec 05 2020,Sat Nov 28 2020,Sat Nov 21 2020,Sat Nov 14 2020,Sat Nov 07 2020,Sat Oct 31 2020,Sat Oct 24 2020,Sat Oct 17 2020,Sat Oct 10 2020,Sat Oct 03 2020,Sat Sep 26 2020,Sat Sep 19 2020,Sat Sep 12 2020,Sat Sep 05 2020,Sat Aug 29 2020,Sat Aug 22 2020,Sat Aug 15 2020,Sat Aug 08 2020,Sat Aug 01 2020,Sat Jul 25 2020,Sat Jul 18 2020,Sat Jul 11 2020,Sat Jul 04 2020,Sat Jun 27 2020,Sat Jun 20 2020,Sat Jun 13 2020,Sat Jun 06 2020,Sat May 30 2020,Sat May 23 2020,Sat May 16 2020,Sat May 09 2020,Sat May 02 2020,Sat Apr 25 2020,Sat Apr 18 2020,Sat Apr 11 2020,Sat Apr 04 2020,Sat Mar 28 2020,Sat Mar 21 2020,share,tec,10% vested per round
kristofer,2577.613686,2.7436,0.7575,4.8314,47.5567,85.9602,59.2152,60.0716,49.4387,36.745,48.1938,63.4353,64.1939,101.044,33.5278,93.785,93.5918,48.0358,81.2088,73.9076,49.6712,81.8421,76.3842,36.949,50.2529,48.7733,51.7185,106.9409,120.9962,115.2389,70.809,52.3815,24.7036,35.1201,30.3996,40.9207,23.3609,7.3177,17.6212,63.6585,32.7586,25.8653,49.6578,23.7445,14.9561,3.4245,5.0351,2.9465,1.4458,0.3822,2.3758,0.6029,0.078,0.1775,1.6967,16.7896,2.565,0.7188,1.983,3.4845,0.4165,0.6805,0.6423,5.7425,1.321,7.4674,10.5507,8.3464,17.2289,16.2689,68.9501,10.6903,1.0799,0.1091,0.011,0.0011,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1037155002,1327.247256,132.7247256
griff,1575.197311,0.6039,0.0626,0.0223,0.1604,1.582,0.9303,0.4425,3.4944,0.746,1.1167,0.3003,1.8864,0.5975,4.0883,1.0231,6.1426,7.5498,3.5149,5.8337,4.8354,7.1387,0.8768,1.6296,8.5868,39.71,10.637,6.5139,5.3999,4.9522,1.7468,0.6619,4.8719,16.2491,18.0289,18.5921,20.0598,36.1018,32.7775,36.6852,27.6805,25.5338,36.3492,13.3857,7.3972,17.4537,20.9152,21.4192,15.6397,9.5587,4.6536,10.7742,14.94,3.8297,6.9651,18.8628,10.4171,10.2041,12.1598,14.8537,7.421,14.3705,18.8229,62.8074,66.9156,48.3051,40.4052,32.0533,36.3112,57.5583,14.9544,12.4432,13.2665,29.279,21.6443,45.8119,17.4753,12.7655,7.7436,22.3375,10.1389,38.925,14.4655,22.8827,23.4443,37.26,43.5846,12.0588,40.9658,36.2366,65.9752,16.4597,6.3925,0.6458,0.0652,0.0066,0.0007,0.0001,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0,0,0,0,0,0,0,0,0.06338124983,811.089854,81.1089854
mattyg,1525.731534,0.1017,0.9152,9.0505,89.5901,93.7399,76.1372,60.74,27.8812,106.3096,81.6118,106.7651,118.1781,129.5838,79.1615,69.5051,82.8599,97.45,61.6731,60.345,63.1967,71.4794,32.3076,6.7523,0.6821,0.0689,0.007,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06139089425,785.6192737,78.56192737
tamara,1496.975096,0.0052,0.0472,0.4664,4.6164,11.2185,1.5494,4.2753,4.5401,9.6008,6.7721,17.5112,5.9479,9.8796,4.2237,12.5386,3.8628,13.9599,5.2046,17.1102,11.3924,15.3382,1.8069,2.7305,11.1762,45.0042,12.872,15.1989,14.2154,7.1299,3.2565,6.2152,15.5853,20.3085,8.9232,29.8829,26.7455,21.6927,12.836,25.8558,13.707,38.4185,18.4707,28.0122,13.9504,31.2561,14.2735,21.5486,6.9368,18.4742,3.2158,0.501,1.7938,1.1609,9.8149,27.3657,26.7096,26.0473,10.2799,30.3163,9.8891,19.9106,19.8564,39.6353,21.2065,24.056,28.8653,43.9287,12.3823,41.4496,16.5641,31.7428,15.1425,38.8976,21.4167,26.8877,11.0388,28.489,24.1909,15.8058,23.8486,69.3171,14.3828,10.088,25.7477,27.1985,4.9494,10.8745,23.7909,3.8857,0.3925,0.0397,0.004,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602338208,770.8122048,77.08122048
sourcecred,949.7619997,0.1479,1.3311,3.4788,4.1797,10.7526,14.5964,10.8405,12.4802,9.4261,11.5813,10.2574,14.0143,12.9358,15.6336,9.8124,13.4096,13.328,12.2621,10.7678,12.9528,9.1736,12.1986,8.8689,7.5514,7.8241,10.1073,8.6738,10.7467,10.6035,10.0953,6.0327,7.5805,12.7625,13.0379,9.6662,9.9599,9.1061,14.0066,14.8039,18.6021,17.4437,20.6026,18.9307,14.9977,8.9705,12.1048,12.0663,11.2351,12.2946,7.1754,6.9576,7.7697,4.9894,2.9218,10.0195,12.6732,10.6404,12.4867,9.6995,9.0656,5.2553,9.1929,8.9522,15.2464,16.5781,15.2695,15.6532,12.876,14.9905,18.2516,11.9906,9.891,10.7925,16.0969,11.8972,11.0116,7.0398,9.9072,6.9892,6.9659,7.6391,10.178,4.9661,6.2407,9.3559,9.0539,7.3852,4.3912,6.6573,0.6725,0.0679,0.0069,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03821559506,489.04497,48.904497
liviade,850.9834423,0.2091,1.8821,0.8333,2.6027,7.3747,0.7996,0.6214,5.4146,3.5928,0.4507,0.9139,5.1574,11.9974,12.998,4.669,4.291,21.0505,6.064,17.7486,3.0752,7.4859,0.8127,0.6408,5.5949,5.4546,4.5677,5.266,2.8981,14.159,2.8906,14.7466,7.8601,11.8282,18.5593,8.0193,7.3326,9.3637,9.14,20.771,13.5818,17.7754,7.8635,6.2693,5.623,9.249,15.8024,9.1635,16.4866,13.9727,2.3076,9.103,1.0054,0.9505,8.4997,7.8098,15.1342,24.9342,11.2269,18.2102,2.7911,3.9034,3.47,4.6039,15.3728,12.6422,16.3348,14.0436,4.5287,17.6836,20.2808,9.3871,6.6656,20.9603,4.9645,10.5255,4.4508,14.7574,4.6555,4.7576,5.864,9.4649,3.4767,18.1641,25.1852,11.7839,9.8973,5.2111,19.502,31.5153,14.2072,3.1741,8.2129,0.8297,0.0838,0.0085,0.0009,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03424104001,438.182589,43.8182589
divine-comedian,806.7826021,0.9899,3.8524,1.0905,7.0528,25.3589,7.5178,5.4647,11.6018,22.9495,10.3933,19.8115,5.311,4.4791,3.2117,5.3318,5.453,6.3428,6.3914,17.0193,8.0474,6.9074,19.1497,15.6071,5.0186,5.7182,3.8033,3.3867,5.6046,1.2878,1.5438,2.749,8.1456,5.4502,7.9426,8.6707,3.8416,7.6184,8.379,17.294,32.8418,21.9676,22.5134,23.5145,8.6112,7.2475,25.7338,4.9526,12.0817,2.1033,8.9516,2.5444,0.5622,3.0778,30.216,15.4115,2.4085,3.2684,1.6735,3.4566,1.6723,5.8903,11.6125,8.7676,8.2483,18.7477,18.5709,10.4593,18.1051,55.7684,9.4311,10.4548,29.9279,34.5494,3.8105,0.3849,0.0389,0.0039,0.0004,0,0,0.0001,0.0011,0.0112,0.1106,1.095,0.1106,0.0112,0.0011,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324625298,415.4229939,41.54229939
marthendalnunes,787.1880366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0014,0.0135,0.1339,1.3253,0.1425,0.0994,0.8514,8.4148,13.8267,5.3497,1.1994,6.6448,18.3262,23.6116,14.8962,26.6193,30.089,19.4364,15.3589,1.8713,3.3545,5.9275,13.2018,18.1114,6.5194,9.1623,6.9371,0.8933,1.9962,7.0006,7.4308,7.1729,4.8604,0.7641,2.7811,1.6087,13.3064,2.5687,12.3809,46.1649,43.1064,43.549,27.3809,70.008,64.4574,30.7759,14.4157,25.8985,41.5916,32.1756,21.4421,11.2241,1.1339,0.1145,0.0116,0.0012,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03167410283,405.3334939,40.53334939
zeptimus,774.4582402,0.017,0.1527,1.5099,8.6924,9.3229,6.1448,11.3456,19.3612,5.855,4.4503,23.0008,6.012,17.1421,1.9964,2.822,3.2554,7.2426,3.8879,4.5427,5.9397,10.9812,3.7049,14.3536,11.7211,23.0212,25.3251,11.1859,10.0615,22.4596,2.432,1.8604,6.8556,8.1683,4.9444,5.7137,4.4971,11.434,2.8935,10.2457,11.5672,15.5185,6.5607,19.0047,3.5406,12.9663,6.14,16.4347,37.7029,9.1773,3.3913,7.9719,7.2813,1.1704,4.4229,22.5359,17.6679,6.4919,5.6183,21.8547,4.3312,6.7738,6.5283,15.9714,8.0923,7.9052,4.4571,4.1615,7.7187,7.725,5.9657,13.2024,17.0471,13.5559,9.885,4.9329,6.0031,7.8465,19.1796,3.6025,3.4594,9.9016,1.9089,2.0502,0.2072,0.0217,0.0097,0.0756,0.7466,0.0754,0.0076,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03116189372,398.778754,39.8778754
pkrepe,687.2936781,0,0.0004,0.0038,0.0379,0.3756,0.694,2.7473,1.9155,4.5575,14.4557,13.2814,6.1846,0.6248,0.0631,0.0064,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0.0005,0.0046,0.0453,0.4489,0.9675,9.2256,19.4324,14.6938,43.9792,61.179,50.8733,68.1143,71.6427,45.6892,42.7401,36.6827,27.403,25.7408,14.0125,17.7132,30.3196,28.1318,30.1917,3.05,0.3081,0.0311,0.0031,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02765465127,353.8965723,35.38965723
sem,654.9537011,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.003,0.0294,0.2906,2.8766,0.2906,0.0296,0.0053,0.0237,0.2313,2.289,5.628,1.5828,10.2004,26.6181,6.7344,1.8895,0.3803,1.9131,6.3341,22.1448,8.4394,6.0698,2.4771,4.2262,20.1646,6.6789,1.2727,6.0481,2.2397,16.349,6.3137,6.4531,9.8098,4.2533,13.4502,1.6471,3.0209,0.3697,0.6759,6.3892,24.8469,15.1035,18.5835,24.2636,18.5897,5.1844,12.1505,4.8152,1.9446,7.2203,6.4361,7.4559,5.6602,4.3131,16.6925,6.667,1.4264,7.5969,1.7255,6.1192,3.9162,11.9087,2.856,5.2042,3.7541,2.6876,3.0963,13.9208,2.2713,8.792,26.9348,4.7824,9.8323,17.6939,30.4583,36.3252,23.4018,13.8054,5.7474,11.0965,1.1305,0.2087,0.9567,0.0966,0.0098,0.001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.001,0.0096,0.0951,0.9409,0.0951,0.0096,0.001,0.0001,0,0.02635338688,337.2442919,33.72442919
vyvy-vi,598.3370392,0.0403,0.363,3.59,3.089,6.503,17.451,15.203,8.5208,4.675,1.6256,4.895,11.8367,10.6322,20.318,23.6875,18.8965,18.8319,16.0697,17.0869,4.5936,23.3321,28.469,17.6575,9.3893,7.1809,13.5568,13.6894,3.8505,1.2721,0.909,7.8183,6.8808,6.0614,7.9579,7.9053,2.3777,4.2589,0.971,3.1501,5.2255,6.755,3.8384,6.4708,9.9909,8.6141,3.4746,2.3799,0.2436,0.0556,0.3129,3.0733,7.0819,4.9279,14.2056,1.8935,2.2106,3.1329,1.5409,9.8846,4.7264,14.305,8.064,5.1714,7.8498,7.45,5.7959,11.3553,10.6046,12.2512,8.2404,3.3315,3.6316,9.746,5.5332,0.5593,0.0594,0.0345,0.2857,2.8228,0.2852,0.0288,0.0029,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02407530098,308.0916266,30.80916266
nuggan,585.0382563,0,0,0,0,0.0001,0.0012,0.0115,0.1138,1.1267,0.1138,0.0115,0.0013,0.001,0.0089,0.0883,0.8743,0.8751,0.0963,0.0878,0.7822,0.079,0.0081,0.0018,0.0095,0.0933,0.9239,1.299,1.2911,0.406,2.7694,16.9498,70.6411,28.5246,17.4401,19.3329,24.4651,53.7112,68.9991,40.0495,62.4402,46.5892,47.3873,50.5971,11.2568,5.3705,0.5425,0.0548,0.0055,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02354019755,301.243908,30.1243908
tecparamsbot,574.875524,10.0303,15.0525,10.7298,15.2896,12.529,11.1374,11.1729,18.1986,22.5449,10.0431,10.744,5.9896,10.6617,7.575,21.5202,21.2286,18.2173,13.0095,1.8135,5.1258,5.9519,3.7869,1.6572,0.2929,1.2723,2.2887,2.0785,18.4962,1.8797,0.3006,1.1267,10.966,13.75,17.8481,12.5674,11.1716,5.8581,10.9571,4.0719,15.9178,20.9231,18.757,18.6692,6.2266,13.3829,2.8261,0.5689,2.8628,2.2422,3.7808,11.2224,2.4879,0.2611,0.1231,0.9696,0.4447,3.4775,1.7941,3.6041,3.0565,2.3642,4.6867,4.0253,14.5543,14.5081,4.0948,0.8234,0.0832,0.0084,0.0008,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02313127946,296.0109832,29.60109832
jessicazartler,549.2665971,0,0.0004,0.0043,0.043,0.4259,0.0437,0.011,0.0664,0.6531,6.4642,0.653,0.066,0.0067,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0015,0.0145,0.1435,1.4206,0.1469,0.0483,0.3359,3.3105,0.3348,0.0373,0.0384,0.3466,3.4275,17.2899,8.4693,3.9323,1.8546,0.7288,5.4335,11.224,17.3454,7.4156,6.4737,1.5745,2.9369,2.142,13.2283,8.5703,6.6357,11.2955,18.7687,21.1649,14.441,15.3141,34.007,15.7401,10.2897,17.0703,29.0639,42.7676,10.999,10.6977,5.7098,24.5456,25.2044,8.0717,11.9267,21.8968,9.4788,51.0275,5.1548,0.5207,0.0526,0.0053,0.0005,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02210085249,282.8246093,28.28246093
juankbell,461.1260682,0.0549,0.4945,4.89,0.6589,1.6986,1.5211,2.2302,0.3726,1.4959,0.3972,2.4758,3.4413,2.0819,0.3923,1.8412,0.9966,1.0989,0.8965,4.7413,1.487,6.2979,0.9366,3.0682,2.4462,7.7846,1.2051,4.2664,10.8106,15.8952,8.1619,1.2759,4.5973,2.9671,0.4833,1.8658,0.2949,1.0827,1.5926,1.457,1.8618,17.1608,2.6211,5.3485,6.7167,6.4516,9.7868,6.5605,15.415,3.1473,3.4165,8.9929,0.9309,0.3163,2.2323,2.2976,8.7513,4.1042,2.1828,2.3835,2.3029,3.3601,6.1498,10.1635,5.6554,13.3884,7.7921,8.0635,5.8587,6.9786,13.789,8.0121,4.5994,6.7004,5.3314,4.3341,1.7362,5.9434,18.414,5.4068,5.1241,1.3662,1.5426,14.0597,51.4474,6.6932,1.2976,1.1934,10.6359,2.3364,0.236,0.0238,0.0024,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01855434003,237.4398894,23.74398894
markop,460.7093375,0,0,0,0,0,0.0002,0.002,0.0198,0.196,1.9398,0.2415,0.4748,4.5064,2.4545,0.2608,0.1538,1.2776,0.2832,1.5548,0.244,0.8848,0.0898,0.013,0.0406,0.3927,0.3287,2.8945,0.2924,0.0295,0.0031,0.0013,0.0097,0.0954,0.9439,0.1163,0.2193,2.0765,1.7975,1.888,2.6281,0.3982,1.3539,0.1473,0.119,1.0431,0.3587,2.5441,0.26,0.0554,0.2938,2.8826,0.3941,1.0582,0.3583,2.5248,0.328,0.7556,7.2284,12.1553,4.2343,3.2291,1.1519,8.2899,11.6364,12.1273,14.7516,16.2787,18.3661,25.3923,30.2155,16.9768,17.9731,39.8373,44.414,26.9969,16.1254,18.9019,16.1558,16.2113,11.4284,4.1148,0.6633,2.5184,0.2544,0.0261,0.0066,0.0402,0.3957,3.9172,3.2466,4.6612,6.2137,0.6277,0.0634,0.0064,0.0006,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01853757203,237.2253093,23.72253093
nebs-dev,383.5510496,0.4071,0.282,2.4126,7.8034,7.5144,7.3297,9.7421,4.4884,12.7301,12.9306,11.4533,15.3604,8.549,10.006,17.4459,2.0145,2.6993,16.7184,15.2072,10.3185,13.3679,15.6419,15.0331,11.9135,10.7755,11.6926,9.325,14.3746,13.1469,17.5098,12.1924,12.9691,15.9112,10.2965,2.1764,0.2199,0.0222,0.0022,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01543295226,197.49549,19.749549
eduardovegap,382.1080959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0047,0.0469,0.4647,4.6,0.4647,0.0469,0.0047,0.0005,0.0001,0.0001,0.0011,0.0107,0.1057,1.0463,0.4441,3.3951,4.2909,30.0356,24.3035,4.5517,21.2131,16.4536,1.6646,0.1926,0.2611,2.4181,23.9197,4.2442,18.5227,1.8712,0.189,0.0191,0.0019,0.0003,0.0006,0.0055,0.0544,0.5385,5.3302,4.567,0.8258,3.691,2.2663,11.3492,30.0949,16.6723,28.6315,8.6851,6.6617,14.9426,31.9225,5.9663,8.878,1.2851,0.1298,0.0131,0.0013,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01537489209,196.7524941,19.67524941
iviangita,348.3576446,0.4085,0.5111,1.0998,4.3572,0.6132,0.1987,1.3737,3.3027,0.7738,0.961,4.991,1.5733,0.6581,1.1598,1.9239,1.0632,2.5172,1.8194,8.2646,1.154,1.7574,1.0729,8.9718,5.5925,2.7359,7.6015,4.3132,3.3818,13.0226,1.5351,2.3279,1.3892,1.8234,1.4772,6.2456,0.8672,2.4268,3.3146,5.273,12.6636,4.4812,4.4174,7.7482,3.0662,4.7931,2.5629,4.3288,3.344,9.7013,3.0623,6.5576,1.6277,0.634,1.9549,1.9736,1.0392,0.1525,0.4853,2.0589,0.8713,1.9126,1.9869,13.079,4.9505,2.6086,4.6205,7.3549,2.6508,9.7967,6.1032,2.9659,2.7307,8.4458,6.4359,3.4515,4.3966,4.2464,5.5323,11.7451,7.5542,21.3432,7.7442,5.473,3.67,1.4549,0.147,0.0148,0.0015,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01401687442,179.373942,17.9373942
mendesfabio,346.8982627,0.1488,1.3395,3.0397,0.8731,5.6917,0.6804,1.1121,1.0568,4.2321,3.4766,2.0813,1.3079,0.524,0.1029,0.5049,0.5135,4.6302,1.5649,1.6368,1.6583,0.5611,0.439,3.8293,12.9022,8.3191,8.5345,5.2917,0.9442,4.1499,0.8515,4.3656,1.7316,0.8696,2.0644,5.0862,1.3685,1.6045,2.5447,4.8353,3.2767,3.617,5.3183,10.7296,3.7262,5.5473,4.6281,6.7604,0.782,1.0599,1.8819,10.4688,1.4279,0.25,1.0717,5.5476,3.997,8.017,10.056,16.4285,11.6588,7.6096,4.5372,11.1217,12.1216,9.0238,25.3182,9.377,10.9015,1.8151,0.2684,0.8693,0.0878,0.0089,0.0009,0.0001,0,0,0.0001,0.0008,0.0076,0.0754,0.7467,0.2541,1.7948,0.1813,0.0183,0.0019,0.0003,0.0015,0.0151,0.1494,1.4786,0.1494,0.0151,0.0015,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01395815324,178.622487,17.8622487
chuygarcia92,324.9870779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0037,0.0361,0.3578,3.5416,5.4605,2.9275,2.5535,9.0344,16.6482,5.6408,4.4944,0.454,0.0459,0.0049,0.0034,0.0289,0.2852,2.8229,0.2861,0.0384,0.0981,0.9426,0.1046,0.103,0.9255,9.1516,5.7743,6.2864,6.7234,9.402,8.4828,12.451,15.6243,8.1066,10.1615,19.3222,30.7126,24.5591,14.9979,4.7831,6.5618,9.7249,31.0375,3.1354,0.3167,0.032,0.0032,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130765124,167.3401292,16.73401292
kevinknielsen,293.9205638,0.0991,0.8915,8.8164,3.3428,12.0838,2.3391,1.2295,6.1247,7.3976,7.184,4.146,1.6456,0.4394,0.2129,1.6895,0.6712,5.0226,3.1215,6.2852,1.605,6.2869,0.9956,3.6694,1.1725,4.5041,0.8026,3.5217,1.4314,4.1321,0.4191,0.059,0.1714,1.6546,0.541,3.7554,2.2959,4.1404,1.9654,4.7526,6.1465,7.6825,4.6909,3.8236,2.5371,1.2195,0.7021,2.5963,1.2806,2.4885,0.4534,2.0452,0.6842,0.1129,0.4453,4.3398,0.9029,4.6896,0.859,1.258,1.5722,2.0456,2.0175,0.8911,1.1944,6.7802,3.0226,3.1023,1.1072,2.6443,0.6632,3.988,5.0888,10.4519,4.8045,4.6732,4.2465,9.2449,6.6371,20.9694,5.2569,2.557,0.404,1.4826,0.1557,0.0741,0.5852,0.8502,2.0946,1.5425,0.1558,0.0157,0.0016,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01182648837,151.3435717,15.13435717
ygg-anderson,277.6195251,0.0002,0.0015,0.015,0.1487,1.472,0.25,1.0278,0.1038,0.0106,0.0022,0.0118,0.1154,1.1425,0.1353,0.2101,1.9654,0.1985,0.0201,0.0021,0.0006,0.004,0.0394,0.3904,3.8641,0.4502,0.6382,1.2267,11.6286,1.1747,0.1187,0.012,0.0012,0.0001,0,0,0,0,0,0.0001,0.0008,0.0078,0.0772,0.7645,0.0827,0.0628,0.5455,5.392,20.2744,2.0522,0.2471,0.4191,3.9443,0.9353,5.4091,2.4183,1.6979,14.5606,3.7224,1.1151,7.4289,1.3712,0.1385,0.0141,0.002,0.0064,0.0621,0.6144,0.5245,4.6302,1.156,6.9295,3.7999,0.4248,0.4477,4.0518,4.619,3.2292,0.3627,0.3974,3.6116,23.1242,3.6335,6.0729,16.6935,27.9472,14.5652,3.7295,22.7299,5.9161,7.6543,10.5872,1.0695,0.108,0.0109,0.0011,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01117058311,142.9499521,14.29499521
mount-manu,257.063102,0.1264,1.1377,1.0445,0.1113,0.0684,0.5729,5.6606,0.9684,0.1615,0.647,0.0805,0.1575,1.4948,10.2635,1.2533,2.2698,0.2828,0.5578,5.2954,0.5796,0.5002,4.4229,6.148,4.6012,0.4648,0.047,0.0048,0.0006,0.001,0.0098,0.0971,0.961,9.5131,0.961,0.0971,0.0098,0.0013,0.0035,0.0335,0.3316,3.2825,8.8178,1.016,1.3425,7.3828,3.777,6.3538,12.6613,3.6435,4.7679,7.3722,18.5629,4.2291,23.7283,2.4048,0.3202,0.7968,0.3087,2.2906,0.3079,0.7884,7.5763,3.0708,23.1313,2.3393,0.262,0.2804,2.5421,0.2573,0.031,0.0523,0.4918,4.8658,0.52,0.3341,2.8206,1.122,0.1137,0.0151,0.0371,0.3558,3.5205,8.8679,1.0053,1.1854,0.1197,0.0121,0.0012,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01034345385,132.3651789,13.23651789
